City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
116,hamilton,39.1834,-84.5333,19.67,93,100,6.69,US,1727513476
117,masuguru,-11.3667,38.4167,35.18,23,16,1.74,TZ,1727513729
118,tolanaro,-25.0319,46.9987,28.04,65,20,5.66,MG,1727513730
119,ixtapa,20.7,-105.2,23.42,91,100,1.51,MX,1727513731
120,gunjur,13.2019,-16.7339,24.04,94,75,3.6,GM,1727513732
121,petropavlovsk-kamchatsky,53.0452,158.6483,5.33,100,100,2.0,RU,1727513734
122,pandan,14.0453,124.1694,28.73,80,100,5.42,PH,1727513735
123,okha,53.5739,142.9478,9.87,88,83,5.49,RU,1727513736
124,gasa,31.5,34.4667,28.98,49,0,3.96,PS,1727513737
125,nishinoomote,30.7333,131.0,27.31,89,75,3.09,JP,1727513738
126,aasiaat,68.7098,-52.8699,2.76,97,100,3.21,GL,1727513739
127,gamba,-2.65,10.0,26.7,75,75,3.01,GA,1727513740
128,lobez,53.6392,15.6213,12.05,84,43,7.64,PL,1727513741
129,brokopondo,4.75,-55.1667,25.19,87,38,2.35,SR,1727513742
130,gazojak,41.1875,61.4036,23.38,12,1,9.26,TM,1727513743
131,tannum sands,-23.9504,151.3693,22.94,64,19,3.09,AU,1727513744
132,katima mulilo,-17.5,24.2667,37.69,10,4,3.94,NA,1727513745
133,lerwick,60.1545,-1.1494,7.74,67,25,8.0,GB,1727513746
134,isafjordur,66.0755,-23.124,3.02,65,100,7.72,IS,1727513747
135,sovetskaya gavan',48.9723,140.2878,11.05,89,7,2.59,RU,1727513748
136,cabedelo,-6.9811,-34.8339,24.37,84,57,5.13,BR,1727513700
137,bargaal,11.2864,51.0773,32.73,52,68,4.32,SO,1727513750
138,hede,33.7681,120.2517,23.58,69,1,4.32,CN,1727513752
139,bintulu,3.1667,113.0333,32.23,66,20,3.6,MY,1727513753
140,salalah,17.0151,54.0924,30.05,74,75,7.2,OM,1727513754
141,north bend,43.4065,-124.2243,10.95,100,20,2.57,US,1727513755
142,tabou,4.423,-7.3528,25.8,86,100,3.5,CI,1727513756
143,sechura,-5.5569,-80.8222,17.45,83,100,4.41,PE,1727513757
144,buka,40.8108,69.1986,26.07,19,0,4.09,UZ,1727513759
145,alice springs,-23.7,133.8833,31.75,23,0,5.14,AU,1727513760
146,meleuz,52.9667,55.9167,19.18,31,0,3.53,RU,1727513761
147,chonchi,-42.6128,-73.8092,9.51,96,100,2.98,CL,1727513762
148,bredasdorp,-34.5322,20.0403,18.56,44,79,8.3,ZA,1727513763
149,motygino,58.1831,94.7592,7.07,51,88,3.6,RU,1727513764
150,ibotirama,-12.1853,-43.2206,20.88,66,61,0.99,BR,1727513535
151,jamestown,42.097,-79.2353,18.9,91,100,3.09,US,1727513766
152,wuhu,31.3366,118.3755,26.93,63,0,6.38,CN,1727513768
153,paita,-5.0892,-81.1144,16.7,89,99,3.54,PE,1727513769
154,vilyuchinsk,52.9306,158.4028,6.15,67,38,3.05,RU,1727513770
155,hotan,37.0997,79.9269,23.51,16,15,8.72,CN,1727513771
156,sao miguel do araguaia,-13.275,-50.1628,26.81,31,4,3.01,BR,1727513772
157,trebic,49.2149,15.8817,16.05,74,0,2.57,CZ,1727513773
158,lake munmorah,-33.1936,151.5719,16.56,80,100,2.68,AU,1727513774
159,hawaiian paradise park,19.5933,-154.9731,22.16,94,100,2.06,US,1727513775
160,lambarene,-0.7001,10.2406,26.89,78,100,0.82,GA,1727513776
161,kiunga,-6.1219,141.2906,24.78,97,83,1.19,PG,1727513777
162,dilling,12.05,29.65,32.61,44,10,3.73,SD,1727513778
163,luis correia,-2.8792,-41.6669,24.36,82,84,5.78,BR,1727513780
164,atafu village,-8.5421,-172.5159,28.41,74,3,5.41,TK,1727513781
165,mapimi,25.8167,-103.85,20.88,41,48,2.7,MX,1727513782
166,dryden,49.7833,-92.7503,12.16,87,0,3.09,CA,1727513783
167,pokhara,28.2333,83.9833,19.16,99,100,0.76,NP,1727513781
168,antsiranana,-12.2787,49.2917,31.42,37,20,8.23,MG,1727513645
169,kamareddi,18.3167,78.35,28.5,71,88,3.93,IN,1727513787
170,kralendijk,12.15,-68.2667,28.99,79,20,4.12,BQ,1727513788
171,hoeryong,42.4428,129.7508,13.53,79,3,2.09,KP,1727513789
172,roquetas de mar,36.7642,-2.6148,24.78,56,7,9.44,ES,1727513791
173,kailua-kona,19.6406,-155.9956,25.15,91,80,0.63,US,1727513792
174,yaren,-0.5472,166.916,28.41,64,97,1.58,NR,1727513793
175,kas,36.2018,29.6377,31.53,34,0,1.76,TR,1727513794
176,nova vicosa,-17.8919,-39.3719,22.83,85,3,3.92,BR,1727513795
177,portoferraio,42.8115,10.3146,22.76,58,23,3.38,IT,1727513796
178,port elizabeth,-33.918,25.5701,19.62,81,0,8.75,ZA,1727513797
179,saint-amand-montrond,46.75,2.5,11.27,76,25,3.41,FR,1727513798
180,aqaba,29.5267,35.0078,30.92,45,0,7.2,JO,1727513799
181,richards bay,-28.783,32.0377,26.41,49,48,5.83,ZA,1727513800
182,glen innes,-29.7333,151.7333,8.97,88,99,6.42,AU,1727513801
183,kirakira,-10.4544,161.9205,25.73,87,100,4.75,SB,1727513802
184,nikolayevsk-on-amure,53.1406,140.73,12.2,80,100,1.95,RU,1727513803
185,freeport,40.6576,-73.5832,19.47,86,75,4.63,US,1727513804
186,saiki,32.95,131.9,24.95,81,100,3.09,JP,1727513805
187,yamada,39.4667,141.95,16.84,90,99,3.3,JP,1727513807
188,punta del este,-34.9667,-54.95,11.6,96,0,3.09,UY,1727513808
189,kem',64.9555,34.5793,11.54,83,100,7.58,RU,1727513809
190,bamboo flat,11.7,92.7167,31.05,74,40,2.06,IN,1727513810
191,bela crkva,44.8975,21.4172,27.83,47,93,0.89,RS,1727513811
192,miquelon,47.0975,-56.3814,12.88,88,100,9.18,PM,1727513812
193,chipinge,-20.1883,32.6236,29.27,34,4,1.27,ZW,1727513813
194,puerto ayacucho,5.6639,-67.6236,23.36,96,100,2.06,VE,1727513814
195,dunedin,-45.8742,170.5036,10.45,79,100,1.79,NZ,1727513815
196,beledweyne,4.7358,45.2036,34.82,34,26,6.01,SO,1727513816
197,afaahiti,-17.75,-149.2833,24.48,85,15,5.92,PF,1727513817
198,susz,53.7174,19.3365,14.35,78,98,3.58,PL,1727513774
199,bardai,11.65,7.2333,26.65,70,94,4.54,NG,1727513819
200,anadyr,64.75,177.4833,2.28,80,75,3.58,RU,1727513820
201,xapuri,-10.6517,-68.5044,18.94,91,59,0.81,BR,1727513821
202,brookings,44.3114,-96.7984,16.18,60,0,1.56,US,1727513710
203,fayetteville,35.0527,-78.8784,21.38,95,0,1.54,US,1727513590
204,dudinka,69.4058,86.1778,6.39,97,100,5.66,RU,1727513824
205,punta arenas,-53.15,-70.9167,-0.94,93,20,10.8,CL,1727513735
206,laguna,38.421,-121.4238,18.87,61,0,1.54,US,1727513827
207,fort dodge,42.4975,-94.168,12.0,94,0,0.0,US,1727513794
208,iskateley,67.6803,53.1512,11.99,92,100,8.52,RU,1727513829
209,prado,-17.3411,-39.2208,22.0,88,51,4.21,BR,1727513830
210,mabaruma,8.2,-59.7833,22.91,100,100,0.74,GY,1727513831
211,sao tome,0.3365,6.7273,25.95,84,98,2.64,ST,1727513832
212,enewetak,11.3474,162.3373,29.13,76,10,7.5,MH,1727513833
213,magadan,59.5667,150.8,5.93,91,100,4.09,RU,1727513834
214,strathmore,51.0501,-113.3852,9.07,46,26,2.57,CA,1727513836
215,glencoe,-28.1783,30.147,27.98,16,100,3.04,ZA,1727513838
216,megion,61.0296,76.1136,14.01,76,100,6.35,RU,1727513839
217,fuglafjordur,62.244,-6.814,5.09,72,100,6.42,FO,1727513840
218,puerto deseado,-47.7503,-65.8938,5.23,88,83,2.38,AR,1727513751
219,lamu,-2.2717,40.902,27.5,65,75,6.08,KE,1727513655
220,moyale,3.5167,39.0584,26.6,42,61,5.02,KE,1727513843
221,aioun,16.6614,-9.6149,31.69,45,87,4.97,MR,1727513844
222,palafrugell,41.9174,3.1631,17.92,42,24,3.58,ES,1727513643
223,caleta de carquin,-11.0925,-77.6267,16.48,89,99,2.95,PE,1727513846
224,namibe,-15.1961,12.1522,22.84,78,91,1.89,AO,1727513847
225,berezovyy,51.6667,135.7,14.69,66,89,1.61,RU,1727513848
226,nuevo imperial,-13.0754,-76.3172,15.94,87,100,2.01,PE,1727513849
227,kununurra,-15.7667,128.7333,29.99,66,87,0.51,AU,1727513850
228,nadi,-17.8,177.4167,25.0,73,20,1.03,FJ,1727513851
229,bikenibeu village,1.3673,173.1241,27.98,74,20,3.09,KI,1727513852
230,gadzhiyevo,69.2551,33.3362,7.37,98,100,8.51,RU,1727513853
231,rye,40.9807,-73.6837,19.67,84,75,3.6,US,1727513854
232,sandnessjoen,66.0217,12.6316,5.23,87,75,8.75,NO,1727513856
233,serdar,38.9764,56.2757,24.8,9,98,9.1,TM,1727513857
234,alaghsas,17.0187,8.0168,33.94,26,0,4.12,NE,1727513859
235,bozhou,33.8772,115.7703,27.01,53,100,4.72,CN,1727513860
236,sitka,57.0531,-135.33,9.94,81,100,3.6,US,1727513861
237,necochea,-38.5473,-58.7368,13.94,42,42,8.34,AR,1727513714
238,labe,11.3182,-12.2833,20.4,92,98,1.79,GN,1727513863
239,avarua,-21.2078,-159.775,22.03,78,40,3.09,CK,1727513864
240,urangan,-25.3,152.9,17.69,76,76,8.73,AU,1727513865
241,badger,64.8,-147.5333,2.93,93,100,2.57,US,1727513866
242,saipan,15.1355,145.701,28.39,83,75,3.09,MP,1727513868
243,saint-philippe,-21.3585,55.7679,23.93,74,10,3.97,RE,1727513869
244,nantucket,41.2835,-70.0995,17.06,94,100,3.7,US,1727513853
245,klyuchi,52.2667,79.1667,11.34,32,7,0.95,RU,1727513871
246,medicine hat,50.0501,-110.6683,9.24,71,0,2.06,CA,1727513709
247,prince george,53.9166,-122.753,2.69,75,0,1.03,CA,1727513682
248,khanpur mahar,27.8436,69.4137,42.54,19,4,2.77,PK,1727513875
249,georgetown,5.4112,100.3354,31.97,62,40,4.63,MY,1727513560
250,binhe,32.6883,112.8275,32.37,40,20,5.63,CN,1727513877
251,princeville,45.7668,-61.2985,13.62,97,100,4.63,CA,1727513878
252,ghat,24.9647,10.1728,34.72,22,2,5.49,LY,1727513879
253,walvis bay,-22.9575,14.5053,18.53,68,0,2.57,NA,1727513880
254,cudillero,43.5622,-6.1459,15.28,81,20,3.6,ES,1727513844
255,acapulco de juarez,16.8634,-99.8901,21.59,93,100,3.39,MX,1727513767
256,pagar alam,-4.0167,103.2667,25.89,81,64,1.59,ID,1727513883
257,phan rang-thap cham,11.5667,108.9833,28.88,74,94,3.3,VN,1727513884
258,tuban,-6.8976,112.0649,30.5,68,4,6.23,ID,1727513885
259,san mateo del mar,16.2,-95.0,26.92,84,100,5.25,MX,1727513887
260,vilyuysk,63.7553,121.6247,3.04,71,75,1.85,RU,1727513783
261,klimavichy,53.6135,31.9385,23.36,49,48,8.59,BY,1727513834
262,tual,-5.6667,132.75,27.71,78,13,7.56,ID,1727513891
263,ancud,-41.8697,-73.8203,9.84,91,100,7.76,CL,1727513892
264,shlissel'burg,59.9473,31.0385,12.76,1,99,5.2,RU,1727513893
265,cockburn town,21.4612,-71.1419,28.74,78,100,7.29,TC,1727513894
266,sinop,41.7711,34.8709,28.07,32,0,0.78,TR,1727513884
267,chegdomyn,51.1167,133.0167,13.2,69,100,1.79,RU,1727513896
268,hammerfest,70.6634,23.6821,6.25,81,75,2.57,NO,1727513897
269,bovalino,38.149,16.174,28.5,40,96,1.83,IT,1727513898
270,ust'-barguzin,53.45,108.9833,8.65,44,100,2.87,RU,1727513899
271,potosi,-19.5836,-65.7531,5.55,84,4,0.83,BO,1727513900
272,kerikeri,-35.2268,173.9474,9.39,82,0,2.08,NZ,1727513901
273,jersey village,29.8877,-95.563,21.59,80,0,1.56,US,1727513902
274,lindale,32.5157,-95.4094,20.64,72,0,2.06,US,1727513903
275,soio,-6.1349,12.3689,25.61,77,95,2.77,AO,1727513904
276,kilindoni,-7.9139,39.6668,25.54,71,96,2.67,TZ,1727513906
277,egersund,58.4513,5.9997,10.18,65,90,9.83,NO,1727513774
278,tubarjal,30.4999,38.216,33.74,18,0,3.68,SA,1727513908
279,la chapelle-saint-luc,48.3173,4.0399,11.03,82,0,4.63,FR,1727513909
280,midvagur,62.0511,-7.1939,5.46,75,75,3.09,FO,1727513910
281,westport,41.1415,-73.3579,18.84,88,100,3.6,US,1727513646
282,namp'o,38.7375,125.4078,22.8,69,77,1.44,KP,1727513912
283,toliara,-23.35,43.6667,27.69,53,1,4.87,MG,1727513913
284,guthrie,35.8789,-97.4253,17.01,69,100,3.73,US,1727513914
285,nemuro,43.3236,145.575,15.61,92,100,6.68,JP,1727513915
286,khash,28.2211,61.2158,32.21,16,2,0.65,IR,1727513916
287,tosontsengel,48.7567,98.2839,5.08,36,100,4.01,MN,1727513917
288,tashtyp,52.7939,89.8983,7.63,40,99,2.23,RU,1727513918
289,vila velha,-20.3297,-40.2925,22.75,90,0,1.03,BR,1727513892
290,saint-pierre,-21.3393,55.4781,26.82,57,0,3.09,RE,1727513920
291,college,64.8569,-147.8028,2.97,92,75,2.57,US,1727513921
292,sur,22.5667,59.5289,34.2,45,8,3.82,OM,1727513922
293,butzow,53.85,11.9833,12.83,67,22,8.21,DE,1727513924
294,el porvenir,13.7617,-87.3458,21.47,96,100,1.33,HN,1727513925
295,greenville,35.6127,-77.3663,21.01,98,0,0.0,US,1727513845
296,hirara,24.8,125.2833,26.92,94,75,4.63,JP,1727513927
297,vallenar,-28.5708,-70.7581,14.03,67,0,1.26,CL,1727513860
298,tazovsky,67.4667,78.7,10.87,83,35,4.18,RU,1727513929
299,susuman,62.7833,148.1667,3.19,72,99,2.44,RU,1727513930
300,lihue,21.9789,-159.3672,25.77,85,100,7.72,US,1727513661
301,mahina,-17.5065,-149.489,25.87,83,0,1.03,PF,1727513932
302,sosnovka,56.255,51.2842,18.72,30,100,7.12,RU,1727513933
303,huarmey,-10.0681,-78.1522,16.83,89,100,3.31,PE,1727513934
304,nagqu,31.5,92.0,13.37,48,98,4.57,CN,1727513935
305,woodside,37.4299,-122.2539,18.57,65,0,0.45,US,1727513937
306,bel ombre,-4.6167,55.4167,29.91,66,40,6.17,SC,1727513938
307,launceston,-41.45,147.1667,12.8,66,77,4.63,AU,1727513939
308,sao gabriel da cachoeira,-0.1303,-67.0892,21.48,90,96,1.07,BR,1727513940
309,tura,25.5198,90.2201,26.58,91,100,1.07,IN,1727513941
310,uturoa,-16.7333,-151.4333,26.82,76,10,6.53,PF,1727513942
311,visby,57.6409,18.296,10.12,87,75,4.63,SE,1727513943
312,keflavik,64.0049,-22.5624,6.24,93,100,3.09,IS,1727513944
313,portland,45.5234,-122.6762,14.23,83,0,3.09,US,1727513830
314,nova olinda do norte,-3.8881,-59.0942,23.13,97,78,0.81,BR,1727513946
315,flin flon,54.7682,-101.865,9.74,68,0,4.32,CA,1727513947
316,amalapuram,16.5833,82.0167,31.62,64,68,2.79,IN,1727513948
317,sainte-anne-des-monts,49.124,-66.4924,8.93,100,98,2.57,CA,1727513949
318,ales,44.1333,4.0833,16.05,48,19,5.85,FR,1727513950
319,semnan,35.5729,53.3971,16.76,50,100,5.91,IR,1727513951
320,northam,51.0333,-4.2167,12.56,76,100,2.87,GB,1727513952
321,remire-montjoly,4.9167,-52.2667,25.02,100,0,0.51,GF,1727513953
322,holualoa,19.6228,-155.9522,23.08,89,82,0.55,US,1727513954
323,mount pearl,47.5166,-52.7813,11.09,93,100,4.63,CA,1727513703
324,mana,5.6592,-53.7767,25.78,90,76,3.75,GF,1727513957
325,tsiombe,-25.3,45.4833,29.47,42,44,2.64,MG,1727513958
326,renfrew,55.872,-4.3925,10.08,80,100,0.51,GB,1727513959
327,beaufort west,-32.3567,22.583,17.0,59,100,11.99,ZA,1727513960
328,erenhot,43.6475,111.9767,23.96,54,81,6.32,CN,1727513961
329,banjar,-8.19,114.9675,28.94,77,27,0.33,ID,1727513962
330,jiwani,25.05,61.7417,28.67,74,12,4.01,PK,1727513963
331,margate,51.3813,1.3862,10.94,77,0,0.45,GB,1727513964
332,labytnangi,66.6572,66.4183,12.9,68,100,5.11,RU,1727513965
333,alesund,62.4723,6.1549,9.31,81,75,10.29,NO,1727513966
334,rikaze,29.25,88.8833,16.27,40,100,0.98,CN,1727513967
335,mogocha,53.7333,119.7667,5.64,55,100,4.16,RU,1727513968
336,vorgashor,67.5833,63.95,9.61,91,100,6.57,RU,1727513969
337,montelibano,7.9829,-75.4229,24.07,94,100,0.97,CO,1727513970
338,kodiak,57.79,-152.4072,8.73,81,20,4.63,US,1727513971
339,itoman,26.1247,127.6694,27.01,89,75,3.09,JP,1727513972
340,irymple,-34.25,142.1667,20.61,35,100,5.23,AU,1727513974
341,obo,5.3998,26.4869,29.73,57,99,1.69,CF,1727513975
342,steinbach,50.1667,8.5667,14.24,69,40,6.17,DE,1727513976
343,haiku-pauwela,20.9219,-156.3051,24.03,75,0,6.17,US,1727513977
344,siwa oasis,29.2041,25.5195,29.41,33,0,2.68,EG,1727513978
345,henderson,36.0397,-114.9819,29.51,12,0,2.57,US,1727513979
346,alvorada,-12.48,-49.1247,25.41,31,9,2.21,BR,1727513980
347,eyl,7.9803,49.8164,33.11,49,70,9.71,SO,1727513981
348,palmer,42.1584,-72.3287,16.09,80,100,1.54,US,1727513982
349,ilha de mocambique,-15.0342,40.7358,26.1,69,0,6.55,MZ,1727513983
350,praia da vitoria,38.7333,-27.0667,24.14,78,20,7.09,PT,1727513984
